query,question,iter,flag,hardness
SELECT MAX(Units_sold_Millions) FROM game AS T1 ORDER BY Units_sold_Millions DESC LIMIT 10,What is the 11th highest number of units sold in millions among all games?,4,True,medium
"SELECT COUNT(DISTINCT T2.Title), COUNT(DISTINCT T2.Developers), T1.Platform_name FROM platform AS T1 JOIN game AS T2 ON T1.Platform_ID = T2.Platform_ID WHERE T2.Game_ID IN (SELECT Game_ID FROM game_player) LIMIT 10","What are the names of the platforms, along with the number of distinct game titles and developers, for the platforms that have games played by players, listed from the 11th to the 20th result?",6,True,extra
"SELECT T1.Title, T2.Player_name FROM game AS T1 JOIN player AS T2 ON T1.Game_ID = T2.Player_ID WHERE T1.Developers = 'Electronic Arts' AND T1.Platform_ID = 1 AND EXISTS (SELECT 1 FROM platform AS T3 WHERE T3.Platform_ID = T1.Platform_ID AND T3.Download_rank > 10) ORDER BY T1.Title DESC","What are the titles of the games developed by Electronic Arts and available on a platform with a download rank greater than 10, along with the names of the players who play these games, listed in descending order by game title?",6,False,extra
SELECT Title FROM game WHERE Platform_ID = 1 LIMIT 10,"What are the titles of the games for platform with id 1, starting from the 11th game?",2,True,medium
"SELECT MAX(Units_sold_Millions), Title FROM game ORDER BY Units_sold_Millions DESC",What is the title of the best-selling game?,6,False,medium
"SELECT T1.Title, T2.Title FROM game AS T1 JOIN game AS T2 ON T1.Developers != T2.Developers ORDER BY T1.Title ASC","What are the pairs of game titles developed by different developers, listed in ascending order by the first game's title?",2,True,medium
"SELECT COUNT(T1.Title), SUM(T1.Units_sold_Millions), T2.Platform_name FROM game AS T1 JOIN platform AS T2 ON T1.Platform_ID = T2.Platform_ID JOIN game_player AS T3 ON T1.Game_ID = T3.Game_ID WHERE T2.Download_rank <= 10","What is the total count of game titles, the total units sold in millions, and the platform name for the top 10 platforms by download rank that have at least one active player?",6,False,hard
"SELECT T1.Title, SUM(T1.Units_sold_Millions), T1.Developers FROM game AS T1 WHERE T1.Release_Date < '2020' ORDER BY T1.Title ASC","What are the titles of games released before 2020, along with their total units sold and developers, listed in ascending order by title?",6,False,medium
"SELECT T1.Title, COUNT(DISTINCT T2.Player_name) FROM game AS T1 JOIN player AS T2 ON T1.Game_ID = T2.Player_ID WHERE T1.Units_sold_Millions > 1 OR T2.Rank_of_the_year BETWEEN 1 AND 10 OR T1.Release_Date = '2020' GROUP BY T1.Title HAVING COUNT(T2.Player_name) > 5","What are the game titles with more than 5 distinct players, that were either released in 2020, sold more than 1 million units, or have players ranked between 1 and 10 in the year?",6,False,extra
SELECT COUNT(Platform_ID) FROM platform ORDER BY Platform_ID ASC,"What is the total number of platforms, listed in ascending order of platform ID?",2,True,easy
SELECT Download_rank FROM platform ORDER BY Download_rank ASC,What are the download ranks of the platforms in ascending order?,2,True,easy
SELECT COUNT(Platform_ID) FROM platform WHERE Platform_name != 'Xbox',How many platforms are not Xbox?,2,True,easy
"SELECT Platform_ID, MIN(Download_rank) FROM platform WHERE Download_rank BETWEEN 1 AND 10 GROUP BY Platform_ID ORDER BY Platform_ID ASC","What is the minimum download rank for each platform where the download rank is between 1 and 10, listed in ascending order by platform ID?",3,True,hard
"SELECT T1.Title, COUNT(T2.Game_ID) FROM game AS T1 JOIN game_player AS T2 ON T1.Game_ID = T2.Game_ID JOIN player AS T3 ON T3.Player_ID = T2.Player_ID WHERE T1.Release_Date BETWEEN '2000-01-01' AND '2010-12-31' OR T3.Position = 'Forward' OR EXISTS (SELECT * FROM platform AS T4 WHERE T4.Platform_name = 'Xbox' AND T4.Platform_ID = T1.Platform_ID) GROUP BY T1.Title","What are the titles of the games released between 2000 and 2010, and the number of players in each of these games, along with the titles of games played by forwards and the titles of games available on the Xbox platform?",6,False,extra
SELECT AVG(p.Download_rank) FROM game AS g JOIN platform AS p ON g.Platform_ID = p.Platform_ID WHERE g.Units_sold_Millions <= 10,What is the average download rank of the platforms for games that sold 10 million units or less?,2,True,medium
SELECT T1.Title FROM game AS T1 JOIN game AS T2 ON T1.Platform_ID = T2.Platform_ID WHERE T1.Platform_ID = 1 OR T2.Title BETWEEN 'A' AND 'Z' OR EXISTS (SELECT 1 FROM game WHERE Game_ID = 1),"What are the titles of games available on the platform with id 1 or any games with titles between 'A' and 'Z', or if there exists a game with id 1?",3,True,extra
SELECT Platform_name AS College FROM platform WHERE Market_district != 'US',What are the names of the colleges based outside of the US market district?,6,False,easy
SELECT T1.Title FROM game AS T1 JOIN platform AS T2 ON T1.Platform_ID = T2.Platform_ID JOIN game_player AS T3 ON T1.Game_ID = T3.Game_ID WHERE T2.Download_rank BETWEEN 10 AND 20 AND T3.Player_ID IN (SELECT Player_ID FROM game_player WHERE If_active = 'yes') AND T1.Developers = 'Nintendo',"What are the titles of the games developed by Nintendo, available on platforms with download ranks between 10 and 20, and played by active players?",6,False,extra
"SELECT T1.Title, COUNT(T2.Player_ID) FROM game AS T1 JOIN game_player AS T2 ON T1.Game_ID = T2.Game_ID WHERE T1.Units_sold_Millions > 10 AND T1.Release_Date BETWEEN '2010' AND '2020' AND T1.Developers = 'EA' GROUP BY T1.Title ORDER BY COUNT(T2.Player_ID) DESC","What are the titles of games developed by EA, released between 2010 and 2020, and sold more than 10 million units, ranked by the number of players in descending order?",4,True,extra
"SELECT T1.Player_name, SUM(T1.Rank_of_the_year) FROM player AS T1 JOIN player AS T2 ON T1.Player_ID = T2.Player_ID WHERE T1.Rank_of_the_year > 100 GROUP BY T1.Player_name ORDER BY T1.Player_name ASC","What is the total rank of the year for each player with a rank higher than 100, listed in ascending order by player name?",6,True,extra
"SELECT T1.Title, SUM(T1.Units_sold_Millions), T2.Platform_name FROM game AS T1 JOIN platform AS T2 ON T1.Platform_ID = T2.Platform_ID WHERE T1.Developers = 'Nintendo' OR T1.Units_sold_Millions BETWEEN 5 AND 10 OR T2.Download_rank > 100","What are the titles of games developed by Nintendo, or sold between 5 and 10 million units, or with a download rank greater than 100, along with their respective platforms and total units sold?",6,False,extra
SELECT MAX(Download_rank) FROM platform WHERE Market_district = 'US' AND Platform_name = 'PlayStation' AND Download_rank > 10 GROUP BY Platform_name ORDER BY Download_rank DESC,"What is the highest download rank in the US for PlayStation, excluding those with a download rank of 10 or less?",6,False,hard
