query,question,iter,flag,hardness
SELECT Name FROM roller_coaster WHERE Length BETWEEN 100 AND 200 ORDER BY Length ASC LIMIT 5,"What are the names of the 6th to 10th roller coasters with a length between 100 and 200, ordered from shortest to longest?",3,True,hard
"SELECT COUNT(Roller_Coaster_ID), MAX(Height) FROM roller_coaster LIMIT 10",What is the count of roller coaster ids and the maximum height of the 11th to 20th roller coasters?,6,False,medium
SELECT T1.Name FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length > 100 AND T1.Height > 50 AND T1.Country_ID IN ( SELECT Country_ID FROM country WHERE Area > 100000 ),"What are the names of the roller coasters in countries with an area greater than 100,000 that are taller than 50 meters and longer than 100 meters?",2,True,extra
"SELECT T1.Name, T2.Name FROM roller_coaster AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length BETWEEN 500 AND 1000 OR T1.Name IN (SELECT Name FROM roller_coaster WHERE Speed = 'Fast') ORDER BY T1.Height DESC LIMIT 10","What are the names of the 10 pairs of roller coasters in the same country, either with lengths between 500 and 1000, or with speed 'Fast', listed in descending order of height?",6,False,extra
SELECT Name FROM roller_coaster WHERE Country_ID != 1,What are the names of roller coasters not located in country with id 1?,2,True,easy
SELECT * FROM roller_coaster WHERE Length >= 500,What are the details of roller coasters that are 500 meters or longer?,2,True,easy
SELECT MIN(Length) FROM roller_coaster WHERE Height BETWEEN 10 AND 20 ORDER BY Length ASC,What is the shortest length of roller coasters with a height between 10 and 20?,2,True,medium
SELECT Name FROM roller_coaster WHERE Length != 100 AND Speed != '25',What are the names of the roller coasters that are neither 100 units in length nor 25 units in speed?,3,True,medium
"SELECT COUNT(DISTINCT T3.Name), T1.Length FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID JOIN country AS T3 ON T2.Country_ID = T3.Country_ID WHERE T1.Length BETWEEN 100 AND 200 OR T1.Length > 500 AND NOT EXISTS (SELECT 1 FROM roller_coaster WHERE Height > 100) ORDER BY T1.Length ASC","What are the distinct names of countries with roller coasters, and the lengths of these roller coasters, where the lengths range from 100 to 200 or exceed 500, and there are no roller coasters higher than 100, sorted by length from shortest to longest?",6,False,extra
SELECT Name FROM roller_coaster WHERE Length = 100,What are the names of the roller coasters that are 100 units in length?,2,True,easy
