query,question,iter,flag,hardness
"SELECT T1.Name, AVG(T1.Days_held), COUNT(DISTINCT T2.Team) FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Name IN (SELECT T3.Name FROM wrestler AS T3 JOIN Elimination AS T4 ON T3.Wrestler_ID = T4.Wrestler_ID GROUP BY T3.Name HAVING AVG(T3.Days_held) > 100) GROUP BY T1.Name LIMIT 100","What are the names of wrestlers who on average held their title for more than 100 days, along with their average days held and the number of distinct teams they were part of, listed from the 101st to the 200th result?",6,False,extra
"SELECT T1.Name, COUNT(DISTINCT T3.Team) FROM wrestler AS T1 INNER JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID INNER JOIN Elimination AS T3 ON T3.Elimination_ID = T2.Elimination_ID WHERE T1.Days_held = '1' AND T2.Time = '9:25' AND EXISTS (SELECT 1 FROM Elimination AS T4 WHERE T4.Team = T3.Team AND T4.Eliminated_By = T2.Eliminated_By)","What are the names of wrestlers who held the title for one day, were eliminated at 9:25, and eliminated the same team they were part of, along with the count of distinct teams for each?",6,False,extra
"SELECT T1.Name, T2.Time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID JOIN Elimination AS T3 ON T2.Wrestler_ID = T3.Wrestler_ID WHERE T1.Days_held BETWEEN 100 AND 200","What are the names of wrestlers with days held between 100 and 200, and their elimination times?",6,False,hard
SELECT Days_held FROM wrestler WHERE Wrestler_ID = 1 ORDER BY Days_held DESC,"What are the most days wrestler with id 1 has held a title, in order from most to least days?",4,True,medium
"SELECT Name, Days_held, Location FROM wrestler WHERE Wrestler_ID IN (SELECT Wrestler_ID FROM Elimination WHERE Eliminated_By = 'John' AND Team = 'Team A' AND Time = '10:00') ORDER BY Days_held DESC","What are the names, days held, and locations of the wrestlers eliminated by John from Team A at 10:00, listed in order of days held in descending order?",2,True,extra
SELECT Name FROM wrestler WHERE Days_held = '1 day' OR Reign = '1' OR Wrestler_ID BETWEEN 1 AND 10 LIMIT 10,"What are the names of wrestlers who held the title for one day or had one reign or have a wrestler id between 1 and 10, showing results 11 to 20?",4,True,extra
"SELECT T1.Name, COUNT(T2.Elimination_ID) FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Days_held BETWEEN 10 AND 20 OR T1.Reign = 'First' OR T1.Location = 'New York'","What are the names of wrestlers who held the title for 10-20 days or for the first time or in New York, and how many eliminations did each of them have?",6,False,extra
"SELECT COUNT(DISTINCT T1.Name), T2.Time FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID WHERE T1.Days_held BETWEEN 100 AND 200 AND T2.Time > '00:05:00'",What is the count of distinct wrestlers who held the title between 100 and 200 days and their elimination time that exceeded 5 minutes?,6,False,extra
"SELECT COUNT(DISTINCT Name), COUNT(DISTINCT Location), Event FROM wrestler","What are the number of distinct names, distinct locations and event for each event for wrestlers?",6,False,medium
"SELECT T1.Name, COUNT(T2.Elimination_ID) FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID JOIN Elimination AS T3 ON T3.Eliminated_By = T1.Name WHERE T2.Time < '10:00' LIMIT 10","What are the names of the top 10 wrestlers with the most eliminations before 10:00, along with their elimination counts?",6,False,extra
"SELECT T1.Name, COUNT(T2.Elimination_ID) FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID GROUP BY T1.Name HAVING COUNT(T2.Elimination_ID) > 1",Which wrestlers have more than one elimination?,2,True,medium
SELECT Name FROM wrestler WHERE Reign IN (SELECT Reign FROM wrestler GROUP BY Reign HAVING COUNT(DISTINCT Name) > 1),What are the names of the wrestlers who have shared a reign with at least one other wrestler?,6,False,hard
"SELECT T1.Name, COUNT(T2.Time) FROM wrestler AS T1 JOIN Elimination AS T2 ON T1.Wrestler_ID = T2.Wrestler_ID GROUP BY T1.Name ORDER BY COUNT(T2.Time) DESC","What are the names of the wrestlers and their total elimination times, sorted by the highest number of elimination times?",6,False,hard
SELECT T1.Name FROM wrestler AS T1 WHERE NOT EXISTS (SELECT 1 FROM Elimination AS T2 WHERE T1.Wrestler_ID = T2.Wrestler_ID) GROUP BY T1.Name ORDER BY COUNT(DISTINCT T1.Reign) ASC,"What are the names of wrestlers who have never been eliminated, listed in ascending order by the number of distinct reigns?",3,True,extra
