query,question,iter,flag,hardness
SELECT T1.product_id FROM product AS T1 JOIN store_product AS T2 ON T1.product_id = T2.Product_ID WHERE T2.Store_ID IN (SELECT T3.Store_ID FROM store AS T3 WHERE T3.Store_Name = 'store_name') LIMIT 10,What are the next 10 product IDs in store_name?,3,True,extra
SELECT Store_Name FROM store WHERE Area_size > 10 LIMIT 5,What are the names of the next 5 stores that have an area size greater than 10?,2,True,medium
"SELECT product, AVG(dpi) AS AverageDpi FROM product WHERE product_id > 10 GROUP BY product",What is the average dpi of each product with an id greater than 10?,6,False,extra
SELECT product FROM product WHERE pages_per_minute_color BETWEEN 20 AND 50,What products have pages per minute color between 20 and 50?,2,True,easy
SELECT T1.product FROM product AS T1 JOIN store_product AS T2 ON T1.product_id = T2.Product_ID WHERE EXISTS (SELECT 1 FROM store AS T3 WHERE T3.Store_ID = T2.Store_ID AND T3.Ranking > 10) ORDER BY T1.product ASC LIMIT 10,"What are the next 10 products in ascending order, available in stores with a ranking higher than 10?",2,True,extra
SELECT * FROM product WHERE dpi BETWEEN 1 AND 100 OR pages_per_minute_color > 50 LIMIT 10,What are the details of the next 10 products with a dpi between 1 and 100 or a pages per minute color rating greater than 50?,2,True,hard
"SELECT COUNT(DISTINCT product), product FROM product WHERE dpi BETWEEN 300 AND 600 LIMIT 10","What are the distinct products with dpi between 300 and 600, and how many of them are there, showing the 11th to 20th results?",6,False,medium
SELECT COUNT(DISTINCT T1.dpi) FROM product AS T1 WHERE T1.dpi BETWEEN 100 AND 500 AND T1.pages_per_minute_color > ( SELECT AVG(pages_per_minute_color) FROM product ) LIMIT 1,"How many unique products have a dpi between 100 and 500 and a pages per minute color rating higher than the average pages per minute color rating of all products, excluding the first result?",6,False,extra
SELECT product FROM product WHERE product_id IN (SELECT Product_ID FROM store_product WHERE Store_ID IN (SELECT Store_ID FROM store_district WHERE District_ID = 1)),What products are available in stores located in district 1?,2,True,hard
"SELECT MIN(dpi) , MAX(pages_per_minute_color) FROM product AS product_table ORDER BY dpi ASC",What are the minimum dpi and maximum pages per minute color of the products when ordered from lowest to highest dpi?,5,True,medium
SELECT product FROM product WHERE dpi < 1000 ORDER BY product_id ASC LIMIT 10,"What are the next 10 products with a dpi of less than 1000, listed in ascending order by product id?",6,False,hard
SELECT COUNT(product_id) FROM product AS T1 WHERE dpi > 200 AND product_id NOT IN (SELECT Product_ID FROM store_product),How many products with a dpi greater than 200 are not available in any store?,2,True,extra
SELECT T1.product FROM product AS T1 JOIN store_product AS T2 ON T1.product_id = T2.Product_ID WHERE EXISTS (SELECT 1 FROM store AS T3 JOIN store_district AS T4 ON T3.Store_ID = T4.Store_ID WHERE T3.Store_ID = T2.Store_ID AND T3.Store_Name = 'Store 1') LIMIT 10,What are the next 10 products available in 'Store 1' after the first 10?,6,False,extra
SELECT product FROM product WHERE dpi = 300,What are the products with a dpi of 300?,2,True,easy
"SELECT product, COUNT(product_id) FROM product WHERE pages_per_minute_color BETWEEN 1 AND 10 GROUP BY product ORDER BY product ASC","What is the number of products for each product type with a color printing speed between 1 and 10 pages per minute, sorted alphabetically by product type?",3,True,hard
SELECT T1.product FROM product AS T1 WHERE T1.product_id IN (SELECT T2.Product_ID FROM store_product AS T2 WHERE T2.Store_ID = (SELECT T3.Store_ID FROM store AS T3 WHERE T3.Store_Name = 'store_name')),What products are available in the store named 'store_name'?,2,True,hard
SELECT dpi FROM product WHERE dpi BETWEEN 100 AND 500 AND pages_per_minute_color > 10 ORDER BY dpi ASC,"What are the dpi values of products with pages per minute color greater than 10, ordered from lowest to highest dpi, and within the range of 100 to 500 dpi?",3,True,medium
SELECT T1.Store_Name FROM store AS T1 JOIN store_product AS T2 ON T1.Store_ID = T2.Store_ID WHERE T2.Product_ID IN (SELECT product_id FROM product WHERE dpi > 400),What are the names of the stores that sell products with a dpi greater than 400?,2,True,extra
SELECT product FROM product WHERE product_id < (SELECT COUNT(product_id) FROM product),What products have a product id less than the total number of products?,6,False,hard
"SELECT MIN(pages_per_minute_color) , MAX(dpi) FROM product WHERE product_id != 1 LIMIT 10","What is the minimum pages per minute color and the maximum dpi of the products excluding the first one, starting from the 11th product?",6,False,extra
SELECT Store_Name FROM store WHERE Type = 'A' AND Area_size BETWEEN 100 AND 200 AND Store_ID NOT IN (SELECT Store_ID FROM store_product),What are the names of the stores of type 'A' with area size between 100 and 200 square units that do not carry any products?,2,True,extra
SELECT product FROM product WHERE dpi <= 200,What products have a dpi of 200 or less?,2,True,easy
SELECT product FROM product WHERE product = 'Printer' AND dimensions = '17 x 14 x 8' AND dpi = 600,What product is a 'Printer' with '17 x 14 x 8' dimensions and 600 dpi?,5,True,medium
