query,question,iter,flag,hardness
"SELECT T1.Name, COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Population > 1000000 OR T1.Continent = 'Asia' OR EXISTS (SELECT * FROM city WHERE Population > 1000000 AND CountryCode = T1.Code) ORDER BY T1.Name DESC","What are the names of countries with a population of more than 1 million, or located in Asia, or having a city with a population of more than 1 million, along with the count of languages spoken in each country, listed in descending order by country name?",4,True,extra
"SELECT COUNT(Name) , COUNT(DISTINCT Population) ,  MAX(Population) FROM city AS c ORDER BY Population DESC","What are the count of city names, count of unique city populations, and the maximum city population in descending order of population?",2,True,medium
SELECT Name FROM city ORDER BY Name ASC,What are the names of all cities listed in alphabetical order?,2,True,easy
"SELECT Name, District FROM city WHERE CountryCode < 'USA' AND Name < 'New York'",What are the names and districts of cities from countries with a country code less than 'USA' and city names less than 'New York'?,6,False,medium
"SELECT Name AS CityName, COUNT(Population) FROM city WHERE Population < 100000 LIMIT 10","What are the names of the next 10 cities with a population of less than 100,000, along with their population counts?",6,False,medium
SELECT Name FROM city AS T1 WHERE Population < 10000 LIMIT 10,What are the names of the next 10 cities with a population of less than 10000?,2,True,medium
"SELECT COUNT(DISTINCT Name), COUNT(DISTINCT ID), Population FROM city WHERE Population > 100000 OR District = 'New York' AND Population BETWEEN 50000 AND 100000 ORDER BY ID DESC","What are the number of distinct city names and city ids, and the population of cities with a population of more than 100,000 or in the district of New York and with a population between 50,000 and 100,000, listed in descending order of city id?",3,True,extra
"SELECT T1.Name, SUM(T2.Population) FROM country AS T1 JOIN city AS T2 ON T1.Code = T2.CountryCode WHERE T2.District = 'Bali'",What are the names of the countries and the total population of the cities located in the district of 'Bali'?,6,False,medium
"SELECT T1.CountryCode, SUM(T1.Population) FROM city AS T1 WHERE T1.Population > 10000 AND T1.District = 'district1' AND EXISTS (SELECT T2.Code FROM country AS T2 WHERE T2.Code = T1.CountryCode) GROUP BY T1.CountryCode ORDER BY T1.CountryCode ASC","What is the total population of cities in each country where the city population is more than 10,000 and the district is 'district1', listed in ascending order by country code?",3,True,extra
SELECT MAX(Population) FROM city WHERE Population < 1000000,"What is the highest population of a city with less than 1,000,000 residents?",2,True,easy
SELECT SUM(ID) FROM city AS T1 WHERE T1.Population <= 100000,"What is the sum of the IDs of cities with a population less than or equal to 100,000?",2,True,easy
"SELECT Name, Population FROM city WHERE Population > (SELECT AVG(Population) FROM city) ORDER BY Population ASC","What are the names and populations of cities with a population greater than the average city population, listed in order from smallest to largest?",3,True,extra
"SELECT Name, AVG(Population) FROM city WHERE Population > 100000 GROUP BY Name HAVING AVG(Population) > 100000 LIMIT 10","What are the names of cities with an average population greater than 100,000, along with their average population, excluding the first 10 results?",6,False,hard
SELECT Name FROM city WHERE CountryCode IN (SELECT Code FROM country WHERE SurfaceArea > 1000000) LIMIT 10,"What are the names of cities in countries with a surface area greater than 1,000,000 square kilometers, listed from the 11th to the 20th?",2,True,extra
"SELECT Name, Population FROM city WHERE Population < 10000",What are the names and populations of cities with a population of less than 10000?,2,True,medium
SELECT Name FROM city AS T1 WHERE Population <= 100000,"What are the names of cities with a population of 100,000 or less?",2,True,easy
SELECT MIN(Population) FROM city WHERE Population <= 800000 ORDER BY Population ASC,"What is the smallest population of a city with a population of less than or equal to 800,000?",2,True,medium
SELECT Name FROM city WHERE Population BETWEEN 10000 AND 50000 OR Population > 100000 OR EXISTS (SELECT CountryCode FROM country WHERE city.CountryCode = country.Code AND country.Population > 1000000),"What are the names of cities with a population between 10,000 and 50,000 or more than 100,000, or cities located in countries with a population of more than 1,000,000?",3,True,extra
"SELECT COUNT(DISTINCT Name), COUNT(DISTINCT CountryCode) FROM city WHERE ID > 100 AND EXISTS (SELECT 1 FROM country WHERE country.Code = city.CountryCode) ORDER BY ID ASC","How many unique city names and unique country codes are there for cities with an ID greater than 100 that belong to a valid country, listed in ascending order by city ID?",4,True,extra
"SELECT T1.Name, T2.Name, T3.Language FROM city AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code JOIN countrylanguage AS T3 ON T2.Code = T3.CountryCode WHERE T1.Name != 'New York'","What are the names of cities, their countries, and the languages spoken in those countries, excluding New York?",5,True,hard
SELECT AVG(Population) FROM city WHERE Population >= 100000 LIMIT 10,"What are the average populations of the 11th to 20th most populous cities with a population of over 100,000?",6,False,medium
"SELECT COUNT(DISTINCT Name), CountryCode FROM city WHERE Population > 1000 AND CountryCode = 'USA' AND ID NOT IN (SELECT Capital FROM country)",How many distinct city names are there in the USA with a population over 1000 that are not capitals?,6,True,extra
