query,question,iter,flag,hardness
"SELECT COUNT(DISTINCT n.Airline), n.Abbreviation FROM airlines AS n WHERE  n.uid < 13 LIMIT 3",What are the unique airline abbreviations and the count of distinct airlines for the first 3 airlines with airline id greater than 12?,6,True,medium
"SELECT T1.FlightNo, T2.Country FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE  T1.FlightNo >= 77 LIMIT 1",What is the flight number and destination country of the second flight with a flight number greater than or equal to 77?,3,True,hard
SELECT COUNT(DISTINCT t.uid) FROM airlines AS t WHERE t.uid > 49;,How many unique airlines have an id greater than 49?,6,False,easy
"SELECT COUNT(DISTINCT T2.CountryAbbrev), T1.Airline FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T1.FlightNo BETWEEN 1 AND 10 AND T1.FlightNo = 3 ORDER BY T1.Airline DESC","How many distinct destination countries are there for each airline with flight numbers 3 to 10, and what are the airlines, listed in descending order?",6,False,hard
"SELECT COUNT(DISTINCT t1.SourceAirport), t1.SourceAirport FROM flights AS t1 JOIN airports AS t2 ON t1.DestAirport = t2.AirportCode JOIN flights AS t3 ON t2.AirportCode = t1.SourceAirport WHERE t1.FlightNo = 17 GROUP BY t1.SourceAirport ORDER BY t1.SourceAirport DESC LIMIT 2","What are the second and third source airports with the most distinct source airports, for flights with flight number 17, in descending order?",6,False,extra
"SELECT COUNT(DISTINCT f.Airline), f.DestAirport FROM flights AS f WHERE f.FlightNo = 52 ORDER BY f.DestAirport ASC;","How many distinct airlines operate flight 52 to each destination airport, listed in ascending order of destination airport?",6,True,medium
"SELECT T1.City AS SourceCity, T1.Country AS SourceCountry, T2.City AS DestCity, T2.Country AS DestCountry FROM airports T1 JOIN flights ON T1.AirportCode = flights.SourceAirport JOIN airports T2 ON flights.DestAirport = T2.AirportCode WHERE flights.FlightNo >= 54",What are the source and destination cities and countries for flights with a flight number of 54 or higher?,2,True,hard
SELECT SourceAirport FROM flights WHERE Airline <= 79 ORDER BY SourceAirport ASC,"What are the source airports, listed in ascending order, for flights operated by airlines with an id of 79 or less?",2,True,medium
"SELECT T2.Airline, T3.AirportName FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.DestAirport = T3.AirportCode WHERE T1.FlightNo < 70 ORDER BY T2.Airline ASC;","What are the airlines and their destination airport names for flights with flight numbers less than 70, listed in ascending order by airline name?",2,True,extra
SELECT Abbreviation FROM airlines WHERE uid = 17;,What is the abbreviation of the airline with id 17?,2,True,easy
"SELECT COUNT(DISTINCT T2.City), T1.Airline, T2.City FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.Country IN (SELECT T3.Country FROM airlines AS T3 WHERE T3.uid <= 82 AND T1.Airline = T3.uid)","What are the airlines and the number of distinct destination cities they serve in countries where the airline is headquartered, limited to airlines with uid less than or equal to 82?",6,False,extra
"SELECT AVG(FlightNo), Airline FROM flights WHERE FlightNo >= 51 GROUP BY Airline ORDER BY Airline ASC","What is the average flight number for each airline with flights numbered 51 or higher, listed in ascending order by airline?",3,True,hard
